url,triplet
http://www.guestinfrance.com/uploads/lieux/47/thumbs/Phare-dEckm%C3%BChl-bnb-chambres-dhotes-hotels.jpg,"[{'head': 'lighthouse', 'type': 'subclass of', 'tail': 'boat'}]"
http://www.guestinfrance.com/uploads/lieux/47/thumbs/Phare-dEckm%C3%BChl-bnb-chambres-dhotes-hotels.jpg,"[{'head': 'lighthouse', 'type': 'different from', 'tail': 'boats are docked in the water next to a lighthouse'}]"
http://www.guestinfrance.com/uploads/lieux/47/thumbs/Phare-dEckm%C3%BChl-bnb-chambres-dhotes-hotels.jpg,"[{'head': 'lighthouse', 'type': 'located in or next to body of water', 'tail': 'water'}]"
https://idahonews.com/resources/media/f7e5c41c-41a0-494e-9b47-fbf0e045367c-large16x9_snow1.JPG,"[{'head': 'city', 'type': 'has part', 'tail': 'street'}]"
https://idahonews.com/resources/media/f7e5c41c-41a0-494e-9b47-fbf0e045367c-large16x9_snow1.JPG,"[{'head': 'city', 'type': 'has parts of the class', 'tail': 'street'}]"
https://idahonews.com/resources/media/f7e5c41c-41a0-494e-9b47-fbf0e045367c-large16x9_snow1.JPG,"[{'head': 'city', 'type': 'has part', 'tail': 'street'}, {'head': 'street', 'type': 'part of', 'tail': 'city'}]"
https://faulknerbrowns.com/media/latest/newcastle-civic-centre-office-refurbishment-listed-distant-external-lh.jpg,"[{'head': 'clock tower', 'type': 'part of', 'tail': 'building'}]"
https://faulknerbrowns.com/media/latest/newcastle-civic-centre-office-refurbishment-listed-distant-external-lh.jpg,"[{'head': 'clock tower', 'type': 'subclass of', 'tail': 'building'}]"
https://faulknerbrowns.com/media/latest/newcastle-civic-centre-office-refurbishment-listed-distant-external-lh.jpg,"[{'head': 'Clock tower', 'type': 'subclass of', 'tail': 'clock'}]"
http://coolibahstorage.com.au/wp-content/uploads/2017/10/20180404_141445.jpg,"[{'head': 'George Orwell', 'type': 'notable work', 'tail': 'Nineteen Eighty-Four'}, {'head': 'Nineteen Eighty-Four', 'type': 'author', 'tail': 'Orwell'}]"
http://coolibahstorage.com.au/wp-content/uploads/2017/10/20180404_141445.jpg,"[{'head': 'John F. Kennedy School of Government', 'type': 'part of', 'tail': 'Harvard University'}]"
http://coolibahstorage.com.au/wp-content/uploads/2017/10/20180404_141445.jpg,"[{'head': 'George Orwell', 'type': 'notable work', 'tail': 'Nineteen Eighty-Four'}, {'head': 'Nineteen Eighty-Four', 'type': 'author', 'tail': 'George Orwell'}]"
https://www.kilmerhouse.com/sites/default/files/inline-images/2015/10/Laurel-Club-520x448.jpg,"[{'head': 'building', 'type': 'subclass of', 'tail': 'photo'}]"
https://www.kilmerhouse.com/sites/default/files/inline-images/2015/10/Laurel-Club-520x448.jpg,"[{'head': 'photo', 'type': 'depicts', 'tail': 'building'}]"
https://www.kilmerhouse.com/sites/default/files/inline-images/2015/10/Laurel-Club-520x448.jpg,"[{'head': 'old black and white photo', 'type': 'depicts', 'tail': 'building'}]"
https://www.griffinlakecabins.com/wp-content/uploads/2016/10/12-400x284.png,"[{'head': 'snow covered slope', 'type': 'facet of', 'tail': 'snowmobile'}]"
https://www.griffinlakecabins.com/wp-content/uploads/2016/10/12-400x284.png,"[{'head': 'snow covered slope', 'type': 'subclass of', 'tail': 'snowmobile'}]"
https://www.griffinlakecabins.com/wp-content/uploads/2016/10/12-400x284.png,"[{'head': 'snowmobile', 'type': 'uses', 'tail': 'snow covered slope'}]"
https://www.supremepooltables.com/wp-content/uploads/2019/06/supreme-prince-table2.jpg,"[{'head': 'pool table', 'type': 'uses', 'tail': 'cue'}]"
https://www.supremepooltables.com/wp-content/uploads/2019/06/supreme-prince-table2.jpg,"[{'head': 'cue', 'type': 'part of', 'tail': 'pool table'}]"
https://www.supremepooltables.com/wp-content/uploads/2019/06/supreme-prince-table2.jpg,"[{'head': 'pool table', 'type': 'uses', 'tail': 'cue'}, {'head': 'cue', 'type': 'used by', 'tail': 'pool table'}]"
https://photos.smugmug.com/NY-NJ-WONDERS/Animoto-Private/i-KhNxJcx/4/ca2f4491/L/MFS_110917_0058_INPRG-L.jpg,"[{'head': 'flower', 'type': 'has part', 'tail': 'leaf'}]"
https://photos.smugmug.com/NY-NJ-WONDERS/Animoto-Private/i-KhNxJcx/4/ca2f4491/L/MFS_110917_0058_INPRG-L.jpg,"[{'head': 'flower', 'type': 'part of', 'tail': 'leaf'}]"
https://photos.smugmug.com/NY-NJ-WONDERS/Animoto-Private/i-KhNxJcx/4/ca2f4491/L/MFS_110917_0058_INPRG-L.jpg,"[{'head': 'flower', 'type': 'part of', 'tail': 'leaf'}, {'head': 'leaf', 'type': 'has part', 'tail': 'flower'}]"
https://www.che.psu.edu/assets/images/history/petroleum-refining-laboratory.jpg,"[{'head': 'blackboard', 'type': 'subclass of', 'tail': 'table'}]"
https://www.che.psu.edu/assets/images/history/petroleum-refining-laboratory.jpg,"[{'head': 'table', 'type': 'has part', 'tail': 'blackboard'}]"
https://www.che.psu.edu/assets/images/history/petroleum-refining-laboratory.jpg,"[{'head': 'blackboard', 'type': 'part of', 'tail': 'table'}]"
https://www.iclarified.com/images/news/52159/247131/247131.png,"[{'head': 'voice - activated systems', 'type': 'instance of', 'tail': 'bar chart'}]"
https://www.iclarified.com/images/news/52159/247131/247131.png,"[{'head': 'voice - activated systems', 'type': 'subclass of', 'tail': 'bar chart'}]"
https://www.iclarified.com/images/news/52159/247131/247131.png,"[{'head': 'voice - activated systems', 'type': 'subclass of', 'tail': 'systems'}]"
https://i.pinimg.com/originals/48/99/42/489942c5c4969dd03475a355ceb32555.jpg,"[{'head': 'comforter', 'type': 'part of', 'tail': 'bed'}]"
https://i.pinimg.com/originals/48/99/42/489942c5c4969dd03475a355ceb32555.jpg,"[{'head': 'comforter', 'type': 'part of', 'tail': 'bed'}, {'head': 'pillows', 'type': 'part of', 'tail': 'bed'}]"
https://i.pinimg.com/originals/48/99/42/489942c5c4969dd03475a355ceb32555.jpg,"[{'head': 'comforter', 'type': 'part of', 'tail': 'bed'}, {'head': 'pillow', 'type': 'part of', 'tail': 'bed'}]"
https://img.reuter.com/products/blanco/275x275/blanco-botton-pro-60-3-manual-waste-separation-system-3-x-13-litres--blanco-517470_0.jpg,"[{'head': 'drawer', 'type': 'part of', 'tail': 'kitchen cabinet'}]"
https://img.reuter.com/products/blanco/275x275/blanco-botton-pro-60-3-manual-waste-separation-system-3-x-13-litres--blanco-517470_0.jpg,"[{'head': 'kitchen cabinet', 'type': 'has part', 'tail': 'drawer'}]"
https://img.reuter.com/products/blanco/275x275/blanco-botton-pro-60-3-manual-waste-separation-system-3-x-13-litres--blanco-517470_0.jpg,"[{'head': 'kitchen cabinet', 'type': 'has part', 'tail': 'drawer'}, {'head': 'drawer', 'type': 'part of', 'tail': 'kitchen cabinet'}]"
https://campus-map.stanford.edu/tiles/bldg_lbls/17_50795_21042.png,"[{'head': 'buildings', 'type': 'part of', 'tail': 'campus'}]"
https://campus-map.stanford.edu/tiles/bldg_lbls/17_50795_21042.png,"[{'head': 'campus', 'type': 'has parts of the class', 'tail': 'buildings'}]"
https://campus-map.stanford.edu/tiles/bldg_lbls/17_50795_21042.png,"[{'head': 'campus', 'type': 'has part', 'tail': 'buildings'}]"
https://i.pinimg.com/originals/44/e0/f4/44e0f4c1f0d43adbbb76079e0ef76208.jpg,"[{'head': ""'a screenshot of a woman with red hair'"", 'type': 'instance of', 'tail': 'screenshot'}]"
https://i.pinimg.com/originals/44/e0/f4/44e0f4c1f0d43adbbb76079e0ef76208.jpg,"[{'head': 'screenshot of a woman with red hair', 'type': 'instance of', 'tail': 'screenshot'}]"
https://i.pinimg.com/originals/44/e0/f4/44e0f4c1f0d43adbbb76079e0ef76208.jpg,"[{'head': 'screenshot of a woman with red hair', 'type': 'depicts', 'tail': 'red hair'}]"
https://www.installershub.co.uk/wp-content/uploads/Intercyl-Twin-Coil-Open-300x360.jpg,"[{'head': 'water heater', 'type': 'has part', 'tail': 'hose'}]"
https://www.installershub.co.uk/wp-content/uploads/Intercyl-Twin-Coil-Open-300x360.jpg,"[{'head': 'hose', 'type': 'part of', 'tail': 'water heater'}]"
https://www.installershub.co.uk/wp-content/uploads/Intercyl-Twin-Coil-Open-300x360.jpg,"[{'head': 'water heater', 'type': 'has part', 'tail': 'hose attached to it'}]"
https://mcdn.wallpapersafari.com/small/66/54/ku7szZ.jpg,"[{'head': 'flower', 'type': 'part of', 'tail': 'pot'}]"
https://mcdn.wallpapersafari.com/small/66/54/ku7szZ.jpg,"[{'head': ""'a lot of pumpkins and flowers in pots'"", 'type': 'main subject', 'tail': 'pumpkins'}]"
https://mcdn.wallpapersafari.com/small/66/54/ku7szZ.jpg,"[{'head': 'flower', 'type': 'part of', 'tail': 'pots'}]"
https://i.pinimg.com/236x/17/30/67/17306740b42ae8066fc522e5ef7dbcb1--wedding-stuff-dream-wedding.jpg,"[{'head': 'flowers', 'type': 'used by', 'tail': 'candles'}]"
https://i.pinimg.com/236x/17/30/67/17306740b42ae8066fc522e5ef7dbcb1--wedding-stuff-dream-wedding.jpg,"[{'head': 'flowers', 'type': 'used by', 'tail': 'candles'}, {'head': 'candles', 'type': 'uses', 'tail': 'flowers'}]"
https://i.pinimg.com/236x/17/30/67/17306740b42ae8066fc522e5ef7dbcb1--wedding-stuff-dream-wedding.jpg,"[{'head': 'table', 'type': 'part of', 'tail': 'table'}]"
https://medias.utsavfashion.com/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/o/solid-color-dupion-silk-long-skirt-in-grey-v1-bjg27_3.jpg,"[{'head': 'skirt', 'type': 'has part', 'tail': 'top'}]"
https://medias.utsavfashion.com/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/o/solid-color-dupion-silk-long-skirt-in-grey-v1-bjg27_3.jpg,"[{'head': 'skirt', 'type': 'subclass of', 'tail': 'top'}]"
https://medias.utsavfashion.com/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/o/solid-color-dupion-silk-long-skirt-in-grey-v1-bjg27_3.jpg,"[{'head': 'skirt', 'type': 'different from', 'tail': 'top'}, {'head': 'top', 'type': 'different from', 'tail': 'skirt'}]"
http://www.myofficeone.com/office/wp-content/uploads/images/projects/higher-education-and-institutions/03/University-demountable-walls-installation-glass-offices-Office-One.jpg,"[{'head': 'desk', 'type': 'subclass of', 'tail': 'chair'}]"
http://www.myofficeone.com/office/wp-content/uploads/images/projects/higher-education-and-institutions/03/University-demountable-walls-installation-glass-offices-Office-One.jpg,"[{'head': 'chair', 'type': 'subclass of', 'tail': 'desk'}]"
http://www.myofficeone.com/office/wp-content/uploads/images/projects/higher-education-and-institutions/03/University-demountable-walls-installation-glass-offices-Office-One.jpg,"[{'head': 'chair', 'type': 'different from', 'tail': 'desk'}]"
https://www.championtimber.com/media/catalog/product/cache/1/thumbnail/275x275/9df78eab33525d08d6e5fb8d27136e95/24754347-1.jpg,"[{'head': 'champion logo', 'type': 'depicts', 'tail': 'blue'}]"
https://www.championtimber.com/media/catalog/product/cache/1/thumbnail/275x275/9df78eab33525d08d6e5fb8d27136e95/24754347-1.jpg,"[{'head': 'champion logo', 'type': 'has part', 'tail': 'blue'}]"
https://www.championtimber.com/media/catalog/product/cache/1/thumbnail/275x275/9df78eab33525d08d6e5fb8d27136e95/24754347-1.jpg,"[{'head': 'logo on a blue background', 'type': 'subclass of', 'tail': 'logo'}]"
https://cdn11.bigcommerce.com/s-iiijx0/images/stencil/590x590/products/27361/50695/apifiidju__30601.1602522171.jpg?c=2,"[{'head': ""'a woman with blonde and pink hair posing for a picture'"", 'type': 'instance of', 'tail': 'picture'}]"
https://cdn11.bigcommerce.com/s-iiijx0/images/stencil/590x590/products/27361/50695/apifiidju__30601.1602522171.jpg?c=2,"[{'head': 'Pink hair', 'type': 'has part', 'tail': 'blonde'}]"
https://cdn11.bigcommerce.com/s-iiijx0/images/stencil/590x590/products/27361/50695/apifiidju__30601.1602522171.jpg?c=2,"[{'head': ""'a woman with blonde and pink hair posing for a picture"", 'type': 'instance of', 'tail': 'picture'}]"
https://hellolittlehome.com/wp-content/uploads/2018/08/coffee-cake-muffins-MAIN.jpg,"[{'head': 'muffin', 'type': 'part of', 'tail': 'table'}]"
https://hellolittlehome.com/wp-content/uploads/2018/08/coffee-cake-muffins-MAIN.jpg,"[{'head': 'muffin', 'type': 'subclass of', 'tail': 'table'}]"
https://hellolittlehome.com/wp-content/uploads/2018/08/coffee-cake-muffins-MAIN.jpg,"[{'head': 'muffin', 'type': 'part of', 'tail': 'wooden table'}]"
https://i.pinimg.com/236x/6c/8c/6a/6c8c6a1cad38c8f70ada197d8d21d01f.jpg,"[{'head': 'drawer', 'type': 'part of', 'tail': 'table'}]"
https://i.pinimg.com/236x/6c/8c/6a/6c8c6a1cad38c8f70ada197d8d21d01f.jpg,"[{'head': 'table', 'type': 'has part', 'tail': 'drawer'}]"
https://i.pinimg.com/236x/6c/8c/6a/6c8c6a1cad38c8f70ada197d8d21d01f.jpg,"[{'head': 'table', 'type': 'has part', 'tail': 'drawer'}, {'head': 'drawer', 'type': 'part of', 'tail': 'table'}]"
https://orthopedicnj.com/attachments/News/103/gallery/JoeDiPaolo_thumb-list.jpeg,"[{'head': 'suit', 'type': 'has part', 'tail': 'tie'}]"
https://orthopedicnj.com/attachments/News/103/gallery/JoeDiPaolo_thumb-list.jpeg,"[{'head': 'tie', 'type': 'part of', 'tail': 'suit'}]"
https://orthopedicnj.com/attachments/News/103/gallery/JoeDiPaolo_thumb-list.jpeg,"[{'head': 'suit', 'type': 'has part', 'tail': 'tie'}, {'head': 'tie', 'type': 'part of', 'tail': 'suit'}]"
https://images.thewest.com.au/publication/B881182718Z/1556594400730_GFT26GMLI.2-2.jpg?imwidth=810&impolicy=wan_v3,"[{'head': 'quilt', 'type': 'used by', 'tail': 'women'}]"
https://images.thewest.com.au/publication/B881182718Z/1556594400730_GFT26GMLI.2-2.jpg?imwidth=810&impolicy=wan_v3,"[{'head': 'quilt', 'type': 'owned by', 'tail': 'women'}]"
https://images.thewest.com.au/publication/B881182718Z/1556594400730_GFT26GMLI.2-2.jpg?imwidth=810&impolicy=wan_v3,"[{'head': 'quilt', 'type': 'used by', 'tail': 'quilters'}]"
https://hellobeautiful.com/wp-content/uploads/sites/50/2016/02/14561716665108.jpg?quality=85&strip=all&w=720,"[{'head': 'man', 'type': 'spouse', 'tail': 'woman'}]"
https://hellobeautiful.com/wp-content/uploads/sites/50/2016/02/14561716665108.jpg?quality=85&strip=all&w=720,"[{'head': 'man', 'type': 'spouse', 'tail': 'woman'}, {'head': 'woman', 'type': 'spouse', 'tail': 'man'}]"
https://hellobeautiful.com/wp-content/uploads/sites/50/2016/02/14561716665108.jpg?quality=85&strip=all&w=720,"[{'head': 'man', 'type': 'opposite of', 'tail': 'woman'}]"
https://www.stellamccartney.com/dw/image/v2/BCWD_PRD/on/demandware.static/-/Sites-master_catalog/default/dw659853e7/Assets/602775SQKC08490_H/large/9/2/b/5/92b57b09472516d4ffc65acc46955618c45e7d4a_602775SQKC08490_H.jpg?sw=1920&sh=2362,"[{'head': 'butterfly applique', 'type': 'part of', 'tail': 'dress'}]"
https://www.stellamccartney.com/dw/image/v2/BCWD_PRD/on/demandware.static/-/Sites-master_catalog/default/dw659853e7/Assets/602775SQKC08490_H/large/9/2/b/5/92b57b09472516d4ffc65acc46955618c45e7d4a_602775SQKC08490_H.jpg?sw=1920&sh=2362,"[{'head': 'applique', 'type': 'part of', 'tail': 'dress'}]"
https://www.stellamccartney.com/dw/image/v2/BCWD_PRD/on/demandware.static/-/Sites-master_catalog/default/dw659853e7/Assets/602775SQKC08490_H/large/9/2/b/5/92b57b09472516d4ffc65acc46955618c45e7d4a_602775SQKC08490_H.jpg?sw=1920&sh=2362,"[{'head': 'butterfly applique', 'type': 'use', 'tail': 'dress'}]"
https://cdn.shopify.com/s/files/1/0011/5284/3823/products/844270_300x.jpg?v=1575397570,"[{'head': ""'a woman standing in front of a white background'"", 'type': 'depicts', 'tail': 'white background'}]"
https://cdn.shopify.com/s/files/1/0011/5284/3823/products/844270_300x.jpg?v=1575397570,"[{'head': ""'a woman standing in front of a white background'"", 'type': 'depicts', 'tail': 'white'}]"
https://cdn.shopify.com/s/files/1/0011/5284/3823/products/844270_300x.jpg?v=1575397570,"[{'head': 'White background', 'type': 'subclass of', 'tail': 'background'}]"
http://img.alibaba.com/photo/11391093/Managerial_Office_Desk_With_Return.jpg,"[{'head': 'desk', 'type': 'different from', 'tail': 'chair'}, {'head': 'chair', 'type': 'different from', 'tail': 'desk'}]"
http://img.alibaba.com/photo/11391093/Managerial_Office_Desk_With_Return.jpg,"[{'head': 'desk', 'type': 'different from', 'tail': 'chair'}]"
http://img.alibaba.com/photo/11391093/Managerial_Office_Desk_With_Return.jpg,"[{'head': 'chair', 'type': 'different from', 'tail': 'desk'}]"
https://s3.amazonaws.com/furniture.retailcatalog.us/products/1328975/large/smith-brothers-furniture-manual-reclining-armless-chair-0-.jpg,"[{'head': 'sectional', 'type': 'subclass of', 'tail': 'sofa'}]"
https://s3.amazonaws.com/furniture.retailcatalog.us/products/1328975/large/smith-brothers-furniture-manual-reclining-armless-chair-0-.jpg,"[{'head': 'sectional sofa', 'type': 'has part', 'tail': 'recliners'}]"
https://s3.amazonaws.com/furniture.retailcatalog.us/products/1328975/large/smith-brothers-furniture-manual-reclining-armless-chair-0-.jpg,"[{'head': 'sectional sofa', 'type': 'has part', 'tail': 'recliner'}]"
https://img.theepochtimes.com/assets/uploads/2014/10/06/Photo+10+HK+Protest-BenC-0630-700x420.jpg,"[{'head': 'Keep Calm and never give up', 'type': 'instance of', 'tail': 'sign'}]"
https://img.theepochtimes.com/assets/uploads/2014/10/06/Photo+10+HK+Protest-BenC-0630-700x420.jpg,"[{'head': 'Never Give Up', 'type': 'instance of', 'tail': 'sign'}]"
https://img.theepochtimes.com/assets/uploads/2014/10/06/Photo+10+HK+Protest-BenC-0630-700x420.jpg,"[{'head': 'Never give up', 'type': 'facet of', 'tail': 'keep calm'}]"
https://cdn.shopify.com/s/files/1/1800/6617/products/bbj_a8f338d6-ebf7-4053-86f7-076e57b00b37_800x.jpg?v=1569209817,"[{'head': 'skull', 'type': 'part of', 'tail': 'black jacket'}]"
