0,1,2
0.13973334,-0.2060456,0.9685142
-0.8216425,-0.046205476,0.56812733
0.090069085,0.05564206,-0.9943799
-0.46970883,-0.81998795,0.32709852
-0.4538687,-0.5226458,0.7216956
-0.98200285,-0.18264584,-0.048071712
0.6977168,0.45651498,0.5520737
0.20199151,0.133202,-0.9702869
-0.672415,-0.28601304,-0.6826819
0.113496184,0.042764258,-0.99261767
0.9429911,0.30766234,0.12693217
-0.79336935,-0.5558342,-0.24822067
-0.97375333,0.08679446,-0.21040715
-0.9839331,-0.007086064,-0.17839693
0.25420517,0.561962,-0.7871331
-0.3922062,-0.2883404,-0.8735182
0.26228416,0.47287244,-0.84118885
-0.45379484,-0.08917043,-0.88663346
-0.95425576,0.12114356,0.27334997
-0.95903903,0.108087994,0.26184198
0.33926025,0.31772396,-0.8854118
0.20146246,0.6594923,-0.7242119
-0.115031585,-0.90002847,-0.42037666
-0.574154,0.8168289,-0.05601581
0.6335998,-0.6728172,0.3819274
0.99455744,-0.102986194,-0.015792532
-0.9953427,-0.05255077,0.08081666
-0.9753662,0.17601918,-0.13295954
0.36943385,0.5032622,0.78118235
-0.46678585,0.8335694,0.2954201
-0.31443363,0.68581647,-0.6563439
0.5723776,-0.44757476,0.6870667
-0.4332662,0.45820597,-0.77609766
0.70376486,0.6092946,-0.36534268
0.9690063,-2.9986726e-05,0.2470361
-0.8112737,0.10931674,-0.5743559
-0.9725998,0.23246968,0.002710538
-0.5669967,-0.17912354,-0.8040084
0.9994122,-0.03290038,0.009639085
-0.36879426,0.87880874,0.30279684
-0.80032665,0.516854,0.30387372
0.70677173,0.37528092,0.5996981
0.6117141,0.63165617,0.4762524
0.6330285,0.52414286,0.5696921
0.6440304,0.5640895,0.51674736
0.67466694,0.48419195,0.5571199
-0.42438486,-0.37148145,-0.82577175
-0.2825857,-0.3034898,-0.9099665
-0.07391523,0.93986744,0.33344522
0.9737266,-0.21639888,-0.07090859
0.6063068,-0.5952445,0.5273292
-0.4662453,-0.85208166,0.2378493
0.59350836,-0.7226343,0.35432678
-0.3076025,0.032596223,-0.95095646
0.8184422,0.4842504,-0.30927944
-0.38176364,0.8873603,-0.25855044
-0.17043242,-0.9853163,-0.010223884
-0.9629094,0.0900577,0.25435233
-0.109160736,0.80727637,-0.57999045
-0.56705254,0.7846266,0.25062406
0.9960178,-0.06945836,-0.055892967
0.23660782,0.7531942,-0.6137714
-0.30119532,0.17719074,-0.93695515
-0.53531814,-0.82700074,-0.17176819
-0.42725676,0.8893815,0.16264115
-0.3710414,0.5774946,0.7272058
0.9916176,-0.10844243,0.070249274
-0.14832723,0.64415956,-0.7503715
0.18198341,0.14780045,-0.9721302
0.41921085,-0.6406589,0.6432871
0.5014624,0.65436155,0.5659916
0.5470367,-0.31797713,0.7743651
0.2517051,-0.31425235,0.9153633
0.44403067,-0.6832721,0.5796343
0.45177513,-0.76152897,0.46472883
0.73323464,0.5272841,-0.42934656
0.6661603,-0.55162513,0.5019365
0.47208133,-0.86010236,0.19329542
-0.19509459,0.45367151,0.8695517
0.8226001,0.073263794,-0.5638808
0.11301061,-0.32601768,0.9385846
0.26383257,0.37124228,0.89026487
0.90316576,0.33447018,-0.26911202
0.41473082,0.21101074,0.88514
0.13018413,-0.41833666,-0.89891404
-0.08418666,0.41541475,0.90572804
-0.09911603,-0.07570229,0.9921921
-0.085929826,0.98379755,0.15734826
0.3419395,0.51915604,0.7832971
0.50382036,0.8391675,-0.20484886
-0.26502335,-0.8731501,-0.4091106
-0.5386699,0.8344315,0.116442144
0.9546878,0.011183098,-0.2973991
0.07444742,0.6245638,0.7774173
0.4683093,0.448158,0.76147276
-0.9441939,0.32322934,-0.06340843
-0.97220385,0.23214938,-0.030436162
-0.83454984,0.074268445,0.5459037
-0.98918617,0.060048126,0.13380967
-0.9175454,0.25510696,0.30500975
0.35910702,0.35873726,0.86159724
-0.97664696,-0.086385295,0.19671835
-0.91833967,-0.01667305,0.39544183
0.16447552,0.4463474,0.8796146
0.9094107,0.024745874,0.4151623
-0.18200824,-0.7963641,-0.5767818
0.4422592,0.34839386,0.82645535
-0.8287736,0.54169095,0.14037502
-0.86254233,0.350187,0.36522573
-0.8718629,0.18396993,0.45388332
-0.83493066,0.41967258,0.3560417
0.5121915,-0.77726173,0.36540955
0.5446203,-0.6934317,0.47174278
-0.53181756,0.8136314,0.23489127
-0.8512793,0.5206298,0.065331034
0.9989315,-0.010747603,-0.044948153
0.25804046,0.91086596,-0.3220843
-0.89878714,-0.042139925,0.43635538
-0.87186843,0.1952538,0.4491339
-0.9111916,0.15541007,0.38154617
-0.48722354,0.33054233,-0.80830383
-0.25758457,0.5686806,0.7811866
0.17373616,0.593317,0.7859966
0.30387923,0.63485295,0.7103655
0.93281305,-0.358051,-0.040734205
-0.7725066,-0.6170002,-0.15014802
-0.04344292,-0.21256699,0.97618026
-0.49199447,-0.25677347,0.83187073
-0.7888882,-0.14878023,0.5962548
-0.98295605,-0.04993488,0.17692894
-0.28897896,0.14901428,-0.94566697
-0.07121709,-0.07132138,-0.99490774
-0.1474164,-0.02688817,-0.98870903
0.14582098,-0.057232227,-0.98765415
0.30336824,-0.32657394,-0.8951632
-0.20916507,-0.910646,-0.35633373
-0.7290694,0.5943547,-0.33941165
-0.45850995,0.51293445,-0.7257182
0.8379419,0.30969742,0.4493782
-0.28822067,-0.73814994,-0.6099702
0.14185621,0.9613883,-0.23581646
0.77451044,0.39449513,0.4944767
0.7650847,0.23656134,0.5989025
0.009802611,-0.87059414,-0.49190417
-0.32663873,-0.23971054,-0.91424614
-0.308377,-0.31188428,-0.89868337
-0.72046745,0.46498024,0.5145095
-0.9594666,-0.25824577,-0.112840556
0.29139382,0.95350534,-0.07692259
0.068638,0.8883534,-0.4540013
-0.63482475,0.33735117,0.6951199
-0.74490505,0.6359417,0.20172906
0.6115201,-0.18310227,0.7697511
0.49967352,0.74182415,-0.44723973
0.68003297,0.5670455,-0.46477368
0.3008851,0.3435851,-0.88961643
-0.9371153,0.31464276,-0.15104574
-0.6783546,0.29319173,-0.6737015
-0.8780739,-0.14232561,-0.45686957
-0.80413413,0.12779905,-0.5805478
-0.24289998,0.92627484,-0.28812248
-0.73387206,0.21998899,-0.64267933
0.35092974,0.33022803,-0.87624073
-0.072974026,0.98378557,-0.16383141
0.18442039,0.2859976,-0.94031614
0.004142869,0.76900893,0.63922465
-0.6920526,0.4455492,-0.56793416
-0.53174174,-0.24362437,-0.81110907
-0.521566,0.31565505,-0.7926733
0.40325248,0.914998,-0.012889145
0.52784157,0.8380905,-0.13779569
-0.4188408,-0.45661646,0.7849037
-0.4437498,-0.26681235,-0.85550994
-0.506914,-0.5576683,-0.65730065
-0.26105553,0.6424681,-0.7204753
-0.45376953,-0.8911031,-0.0053373617
0.64959925,0.7567815,-0.072818555
0.78067017,-0.6209839,0.070236616
-0.19586095,0.79582167,-0.5729802
-0.85704154,0.07953758,-0.5090711
0.4511223,0.6726616,-0.58652794
-0.47132477,0.6780968,-0.5639484
-0.43349287,-0.28235182,0.8557811
0.66073924,-0.6636278,0.35074475
0.02749739,-0.08446883,-0.99604666
0.077275984,-0.57646203,-0.81346166
-0.14916898,0.98625344,-0.071082756
0.95502436,-0.29637358,-0.009546486
-0.2034879,-0.3415387,0.91757506
0.18625477,-0.13801254,0.97275984
-0.5711301,-0.3537195,-0.74073803
0.07440085,-0.17772031,0.98126453
-0.20194778,-0.9485433,-0.2438909
-0.74250424,-0.33764088,-0.5785205
-0.8015424,-0.10244259,-0.5890971
-0.14200237,-0.96712255,-0.21097222
-0.5214584,-0.49980476,-0.6915753
-0.59715617,-0.6284368,-0.4984694
-0.83341,-0.09466047,0.5444881
-0.52430177,0.12890916,-0.84171855
-0.6631143,0.15143003,0.7330405
-0.7586382,-0.12116033,-0.6401471
-0.5100013,-0.5556149,-0.65665126
0.39424267,-0.27969405,0.87541074
-0.34256253,0.7991853,0.49391684
-0.2829716,-0.9565527,0.07024314
0.118517905,0.9446781,-0.3058378
-0.98667854,-0.0127857905,-0.16217835
0.6781762,-0.63762087,0.36539924
-0.26989174,-0.244447,-0.9313453
0.6444235,0.36649647,-0.67111754
-0.91858405,0.3322878,-0.21398167
0.64163625,0.35102665,-0.68197
0.9538717,0.17852892,0.24136306
0.07549074,0.07356927,0.9944288
-0.1296962,-0.20233858,-0.9706895
0.6945527,0.39856365,-0.59895205
-0.6126416,0.75563,0.23171872
0.59462446,0.49676737,-0.6321739
0.23981684,0.56650096,-0.78839374
-0.5831425,0.7030353,-0.40704545
0.32578382,-0.17843185,0.92845416
0.14398901,0.8016771,-0.58015597
-0.4785527,0.8211779,-0.31089258
0.119154684,0.010178229,-0.99282354
0.09790169,0.9917344,-0.08293523
0.18258536,0.9737285,0.13607134
-0.52342886,-0.6699443,-0.5264949
0.031236162,0.11131525,-0.9932942
0.9688971,-0.22676018,0.09908708
-0.8436898,-0.51396036,-0.15502362
0.996782,-0.024388531,-0.0763606
-0.3711555,0.90186626,-0.22109029
-0.5422885,-0.73946023,-0.39890078
0.64491105,-0.44611812,0.6205387
-0.65652883,0.57162267,-0.4921558
0.41803792,0.42292804,0.8039752
-0.7957032,0.1459577,0.5878374
0.99595296,-0.07894614,0.042956598
0.6995863,0.54962736,-0.45660582
-0.6024284,-0.7857536,-0.14025447
-0.4279129,-0.7085053,-0.5611692
0.22516261,-0.13159212,0.9653938
-0.24215436,0.9702235,0.0052534034
-0.26680347,0.9368894,-0.22595173
-0.17357957,0.04672031,-0.983711
0.80188566,-0.59647053,0.034674656
-0.48289233,-0.78335446,-0.39137027
0.16568673,0.97467285,-0.15020221
-0.3716911,-0.42190546,-0.8269471
0.08709864,0.5173972,-0.8513014
-0.30770835,0.54151946,-0.7823504
-0.91301316,-0.40108404,-0.07442208
0.15477163,0.23475146,-0.95965487
-0.43191022,-0.022875004,-0.90162647
0.4512972,-0.56507516,0.69066703
-0.16176085,-0.5403275,-0.82576007
-0.051379807,0.95486754,0.2925546
0.0027936182,-0.097940885,0.9951883
-0.59220695,0.76021653,0.26713613
0.43489176,0.056877464,-0.8986846
-0.5294388,0.8281318,0.18409826
0.35196844,0.35118183,-0.8676344
0.10483937,0.07985976,-0.9912776
-0.60222656,-0.22781663,0.76512927
-0.69838554,-0.20243454,0.6864969
-0.29985964,-0.055771694,-0.9523517
-0.36695567,-0.07817301,-0.9269479
-0.36753055,-0.12452046,-0.92163765
-0.93785936,0.33462656,-0.0918951
-0.6244013,-0.39307973,-0.67498994
-0.047511265,-0.6213706,-0.78207505
0.565185,-0.7178041,0.4065996
0.44180012,0.56715006,-0.69509244
-0.9139642,0.13983315,0.3809411
-0.8672246,-0.204708,0.45389014
-0.38190332,0.59247947,-0.7093081
0.9838641,0.02258983,0.17748544
0.1747338,0.96700096,-0.185411
-0.3395402,0.3912387,0.8553624
-0.33777076,0.68258554,0.6480648
-0.238529,0.6055953,-0.75918263
-0.5456819,-0.75399685,-0.36567742
-0.19415393,-0.23825166,-0.9515988
0.3371597,-0.28163987,-0.8983331
-0.09545358,0.9878329,0.122779235
0.22453904,0.92695993,0.3005454
-0.023476124,-0.66402596,-0.7473409
-0.14741088,0.82766885,0.54151124
-0.2256957,0.8492868,0.4772561
-0.16387042,0.70231915,0.69274396
0.5471284,0.6993809,-0.4599097
0.67711365,0.3132209,-0.6658903
0.47359732,-0.13559447,0.87024117
0.4229437,0.90615577,0.00059691526
0.0003187711,0.99760795,-0.06912465
0.11844108,-0.23353317,0.9651082
-0.12806764,-0.05763117,0.99008965
-0.55443525,-0.8219539,0.13035877
0.5126992,0.59809816,-0.61596924
0.76362234,0.44752732,-0.4654032
-0.97255206,0.2235375,-0.06460291
0.41058946,-0.8591588,-0.30538908
0.43593362,-0.8994353,-0.031275004
-0.85780424,-0.0662244,0.50969243
-0.30373695,0.8486791,-0.4329984
0.7609225,0.05217746,0.6467413
-0.50205266,0.57653844,-0.644629
0.1949661,-0.0853477,0.9770896
-0.36958623,-0.21332711,-0.9043769
-0.31328586,-0.85572135,0.41181666
-0.6986453,0.22699015,-0.67850596
-0.72621024,0.6835446,0.07338647
-0.26696467,0.060650934,-0.9617959
0.022299917,-0.9868961,-0.15980841
0.103622496,0.9930453,-0.0558884
0.061928544,0.9972205,0.041427325
0.062160768,0.99789363,0.018554874
-0.0032256418,0.9989482,0.0457393
-0.88921946,-0.38973793,-0.23956883
-0.1956569,0.12455225,-0.97273076
0.8692066,-0.20753963,-0.4487841
0.48327607,-0.72382027,0.4924718
-0.0062246113,0.07209817,-0.9973781
0.6526061,0.6389097,-0.40730792
0.7815091,0.6203734,-0.06618391
0.61643684,0.6786282,-0.39933604
0.88848436,-0.4428029,0.12050352
0.75884825,0.480433,-0.439697
-0.97554946,-0.03896126,0.21629894
-0.985779,-0.06673773,0.15422651
-0.9903366,-0.057574548,0.12616846
0.17797253,-0.20579426,0.9622756
-0.79419094,-0.40275204,-0.45502925
0.23818941,-0.18622538,0.9531977
-0.70455533,0.28009653,-0.6520336
-0.6811195,0.39267588,-0.61796594
0.037121173,-0.13791832,0.9897477
0.68594575,-0.60322386,0.40693894
-0.7083759,0.30723837,-0.635459
0.3413269,-0.9399031,0.008830183
0.7275369,-0.6286588,0.27473292
0.686706,-0.6083531,0.39792138
-0.4074886,-0.1840848,-0.894464
0.9865897,0.021026557,0.16185986
-0.5181505,-0.28275108,0.80719995
-0.41344285,0.016565975,-0.91037935
0.4189408,-0.7703975,0.4806001
0.4487287,-0.77475667,0.44541508
-0.78237754,-0.55670047,0.27923083
-0.22930159,0.9615706,0.15100545
-0.060843635,-0.28147054,0.957639
-0.9870239,0.09163927,-0.13185671
-0.39579767,-0.91578,0.0684912
-0.8040338,-0.07418658,-0.58993727
0.22561271,-0.5653913,0.79336727
0.18311524,-0.6815732,0.7084679
0.19467,-0.5830647,0.7887579
0.42011887,-0.53541094,0.73269033
0.7593628,-0.6103323,0.22552711
-0.2887025,-0.7318021,-0.61734647
-0.5493347,-0.29761794,0.78080404
0.764176,-0.47919515,0.43174896
0.60795474,-0.79005164,-0.07879932
-0.18810752,0.95546365,0.227387
0.9483513,-0.308012,0.07588492
0.6936578,0.5694838,0.44105226
0.6435023,0.628879,0.43636683
0.9980104,-0.047698185,-0.041232735
0.34094268,0.5828943,-0.73755836
0.25662863,0.68999255,-0.6767954
0.5696401,0.59505683,-0.5669369
0.99431604,0.028616413,0.10255133
-0.913773,-0.01745333,0.4058502
0.21759409,0.96775144,-0.12692459
-0.9431499,0.10684407,0.3147263
-0.29383284,-0.014975577,-0.9557395
0.3074458,-0.21382765,0.92722964
-0.8419464,0.012338643,0.53942
0.12628864,0.98509157,-0.11681539
0.9402994,-0.28153214,0.19125034
0.20007892,0.9608136,0.19184789
0.559826,-0.5351965,0.63258165
-0.9127456,-0.106930636,0.3942859
-0.8377992,-0.07028204,0.54143596
0.21550405,0.06481831,-0.97434926
0.018712547,0.9730497,-0.2298351
-0.12675068,0.9402012,-0.31615826
-0.45299986,-0.8902049,-0.04823283
-0.17358491,-0.5070985,-0.84422714
0.42893952,-0.37516552,0.821743
0.79813397,-0.31141946,0.51575196
0.97185135,-0.08462912,0.21987024
-0.8619444,0.07643119,0.5012087
0.90632856,-0.3371045,0.25481188
0.9880274,0.15416886,0.005809156
0.44666597,-0.6950071,0.5634312
0.64054286,-0.41941306,0.64327097
-0.8172632,-0.40196893,-0.4129186
-0.8259551,0.033007856,0.5627687
0.9241521,-0.1961893,0.32779944
-0.18018165,-0.9638353,0.19635718
0.5183889,-0.49973294,0.6939307
-0.1832192,-0.8537448,-0.48739162
-0.7588217,0.014969062,0.6511263
-0.76960653,0.30055192,-0.56335974
0.9921256,-0.08253699,0.09420423
-0.3852713,-0.9201331,0.07015034
-0.5220598,0.847444,-0.09639636
0.96655214,-0.1964537,0.16487248
-0.12367077,-0.32900092,-0.9361965
-0.63280034,-0.41232347,-0.655403
-0.3869829,-0.89043826,0.23950784
-0.74907947,0.46086466,0.47590306
-0.032629278,-0.32571518,0.94490474
-0.12807721,-0.36450943,0.9223498
0.7028223,0.709759,-0.04778005
-0.113033526,-0.21911263,0.96913004
0.44758606,0.31734997,0.8360357
0.3045665,0.92168707,-0.24027517
-0.4642714,0.7290956,0.5028636
0.40253553,-0.7425489,0.5353375
0.218389,0.9721634,-0.08488068
0.40403897,-0.20950349,0.8904273
-0.50160617,-0.40427583,-0.76482177
-0.36567548,-0.19810523,-0.90941507
0.59924257,-0.78941315,0.13317312
0.6975081,-0.7158508,-0.032251686
0.66283685,-0.7294583,0.16893153
0.061252944,0.9831701,0.17211781
0.0194248,-0.907002,0.42067805
-0.32101563,0.50317264,-0.80235046
-0.5511811,0.25060913,0.7958609
0.4599047,-0.13478634,-0.87767893
0.3718989,0.8596294,-0.35032624
0.29008353,0.41887438,-0.86046255
0.89614266,-0.003532071,-0.443752
0.10013314,-0.08612274,0.9912397
-0.15545666,-0.2668467,-0.9511183
0.24849795,0.9532347,-0.1720249
-0.94333166,-0.058773298,0.32660553
-0.87973434,-0.10732446,0.46319413
0.29410896,-0.11285525,0.9490857
-0.77882963,0.1569222,0.60728896
-0.6500314,-0.6092477,-0.45417675
-0.2246841,-0.8859506,-0.40571982
-0.3023443,-0.8984044,-0.31852368
0.0054513146,-0.2617608,0.9651174
-0.16614845,-0.39527628,0.903411
0.019026194,-0.17727992,0.98397654
0.34507874,-0.53177124,0.7733951
0.8763133,-0.017666746,-0.4814177
0.8895796,0.41858244,-0.18285802
0.6159347,0.5280747,-0.5846037
-0.7683815,0.22064088,-0.60075575
-0.52886796,0.4210643,-0.7368878
0.9873043,-0.15819961,-0.014255277
0.9756557,-0.0055048913,0.219239
-0.69183487,0.0313428,0.72137517
-0.79624116,-0.24677974,0.5523584
0.54273677,-0.590966,0.5968215
0.28350693,-0.9395194,-0.1921642
0.015083571,-0.26391438,0.9644282
-0.081407495,0.89303136,-0.4425696
0.58549064,-0.630735,0.50928783
-0.6183973,0.4017325,-0.67542267
-0.08917768,0.993222,-0.074547365
0.13388516,0.14830741,-0.9798366
-0.8713466,-0.29166853,0.39456868
0.6877756,0.60557264,-0.40030792
0.9919181,-0.08316747,-0.09582192
-0.2537009,-0.027935253,0.9668792
-0.15398009,0.4015968,0.9027791
-0.14891644,0.84900326,-0.5069688
0.81628305,-0.5094705,0.2722533
0.77428645,-0.53955394,0.3306994
-0.33694223,-0.37740204,-0.8625761
0.098259985,-0.23458749,0.9671162
-0.4195558,0.5336246,0.7343145
-0.031510502,-0.30935737,0.95042366
-0.55619544,-0.7153992,-0.42290747
-0.20001845,-0.04599626,0.97871184
0.909068,0.3479117,0.22924422
0.989711,-0.11362389,0.086958475
0.2339539,-0.47198328,0.8499985
0.06915583,0.15277371,-0.98583853
0.22084814,-0.3611944,0.9059607
0.39893848,0.3625141,0.84227765
0.59767663,-0.57245415,0.561319
0.09907457,-0.087238975,0.9912485
0.5504084,0.7091535,-0.4406268
-0.7717022,-0.055297963,0.6335755
0.059919383,-0.48401946,0.87300336
-0.5920045,-0.23754086,-0.77013314
0.47639656,-0.8705638,0.123146005
0.4743871,-0.7007136,0.53287655
-0.51115286,-0.7679566,0.3859602
0.4650471,-0.8814274,-0.082564615
0.7269208,-0.6022741,0.3299274
0.5049796,-0.76630056,0.39721408
0.04985955,0.9931692,0.10549402
0.5528607,-0.5979335,0.5803625
0.5817644,-0.72713083,0.36446002
-0.31623837,0.7839417,-0.53425527
0.9817825,-0.1851256,0.042799067
-0.18274105,0.8538434,0.48739836
-0.8719054,0.32064307,-0.37009317
0.14444087,-0.23417112,0.9614056
-0.7608679,0.22219105,-0.60968107
-0.94315326,-0.12635826,0.3074011
-0.9464636,-0.17237557,0.27293468
0.1880825,0.98160374,0.03284984
-0.12938607,0.96991354,0.20622063
0.031797677,-0.84988093,0.5260146
0.34575754,-0.76129013,0.54853344
-0.1761098,-0.42715147,-0.8868635
0.2989305,0.92817754,-0.22164619
0.13173635,0.9436759,-0.30351514
0.09075759,0.9924676,-0.08228648
-0.9852352,0.05396176,-0.1624799
-0.9255923,-0.25539154,0.27938142
-0.5572927,0.7596203,-0.335264
0.12553966,-0.4211847,0.89824456
0.4885312,-0.7380431,0.46543485
0.98572415,-0.147882,0.080491744
-0.48230138,0.6468927,0.5906905
-0.5730442,0.16349891,0.8030494
-0.3521675,0.82318276,0.44536287
-0.57991356,0.79848236,-0.16163577
0.2300865,0.19595939,-0.95323664
-0.31918228,-0.32569394,-0.88996977
-0.10855992,-0.89925396,-0.4237417
-0.37379977,0.8258099,0.4222697
0.7077964,0.008585528,-0.70636433
0.014306894,-0.15555792,0.9877232
-0.3980816,-0.20583124,-0.89396
-0.4847865,0.6959178,-0.5297928
-0.02716596,0.8953488,0.44453636
0.9602052,-0.17022721,0.22142382
-0.027894326,-0.6810124,-0.7317404
0.08875977,0.9782502,-0.18747835
0.07605247,0.8876858,-0.45412543
-0.9407102,-0.25577137,0.22281247
0.1502606,0.24644214,-0.9574382
0.41468313,0.26536965,-0.87041193
-0.43835935,-0.25315118,0.8624126
-0.035460323,-0.037244692,0.9986767
-0.83584064,-0.18953688,0.5152146
-0.8346593,-0.35954672,-0.41721705
-0.71363115,-0.5028491,-0.48772272
0.24437395,0.16609064,-0.9553508
0.18354145,0.38590303,-0.90409696
-0.71748,0.651486,-0.24655345
-0.3883092,0.8826439,-0.26486948
-0.20162946,-0.95908487,0.19875063
-0.06725789,0.97234225,-0.22366704
-0.5332436,-0.2632879,-0.8039469
-0.84371585,0.005031911,-0.5367666
0.6711851,0.36553916,0.6448966
-0.9120708,-0.03807331,-0.4082613
0.1429533,-0.51216763,0.8469053
0.08207628,0.8038371,-0.5891598
0.15697923,0.939838,-0.3034175
0.2634725,0.8465227,-0.46258137
-0.5204126,-0.54898024,-0.6540577
0.3422894,-0.536912,0.7710794
0.971401,-0.22651623,0.0712084
-0.38642228,-0.3930747,0.8343681
-0.15033318,0.8598583,-0.48789737
-0.3897302,-0.68939996,0.6106047
0.06749835,-0.24295188,0.96768713
0.33479232,-0.3025753,0.8923913
0.5655589,-0.17741983,0.80539757
0.8600643,0.30996877,0.4052266
0.9458415,0.20338969,0.2530147
-0.2359031,0.95773584,-0.16459607
-0.83490425,0.20252003,-0.51178175
-0.28636515,-0.6935877,-0.66100764
-0.1871983,-0.555233,-0.81035376
0.85554296,0.3085698,0.41572925
0.6857632,0.42972344,-0.5874238
0.46943805,-0.63447535,0.6140593
0.4575478,-0.29557914,0.8386197
0.47001913,-0.874632,-0.11874714
0.41415524,-0.909347,-0.039540466
0.31776983,-0.9415208,-0.1120753
0.46378973,-0.87963915,-0.10551877
0.6300281,-0.77643955,0.014362672
-0.79647475,0.25253117,-0.54941416
0.35223332,-0.20294778,0.91364324
-0.35362697,-0.24380021,-0.9030556
-0.5940764,-0.7919795,-0.14086118
-0.36577004,-0.3289919,0.8706185
0.44328937,-0.38636807,0.80883515
-0.2550826,0.87069666,0.4204999
0.5988892,-0.74235487,0.3004014
0.6106666,0.5499215,0.56980044
0.9384028,0.002324524,-0.3455356
-0.43023118,-0.6605613,-0.61527234
0.0048483224,-0.9941024,0.10833649
0.037077453,-0.9822594,0.18382512
-0.917307,0.3447005,-0.19932242
-0.9664511,0.25603598,0.020442357
-0.1355488,0.97060156,0.1988947
-0.11380534,0.99134296,0.06547875
0.55868125,0.49738985,-0.66368556
0.11101999,0.99234045,0.05417618
0.1321145,0.8522569,-0.50616586
-0.7965014,0.54444736,-0.26298776
0.012670239,-0.1676587,0.9857637
0.0299443,-0.06807669,0.9972306
-0.96603686,-0.0020608543,0.25839606
0.5494389,-0.74801964,0.37226823
0.53696615,-0.7317405,0.41978943
-0.59724706,0.48658445,-0.63759816
-0.011770398,0.98584026,0.16727339
0.2471363,-0.96185756,-0.117276564
0.5166843,-0.8493884,-0.107594624
0.8862173,0.2431925,0.39430472
0.87357527,0.34176877,0.34649736
-0.31297985,0.5582237,-0.76839435
-0.694837,-0.53244096,-0.48343363
-0.56929266,-0.4476304,-0.6895889
0.6028037,-0.7249528,0.33327344
0.895532,0.06263353,-0.44056708
0.08087789,-0.97520715,0.20598489
-0.18022917,0.6591931,-0.73005605
-0.41108277,0.6558916,-0.6331012
-0.21857521,0.430879,-0.8755388
0.74447733,-0.47470334,0.46947858
-0.3371348,-0.7409391,-0.5808179
